x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
0.0,0.014309000094553702,0.030926897551651244,0.04309844085697853,0.06317662648243702,0.08383972855974842,0.10222434117880119,0.12227676995197378,0.1473921031703913,0.16823663957392287,0.1880397555721289,0.21043636908863403,0.2272152050636195,0.2511671225434047,0.2668271715734762,0.28472247979341986,0.2997384990883559,0.31768003992903726,0.33553798551291397,0.348593812064045,0.36911699907962814
0.0,0.010823278351026295,0.026110898845320578,0.04289910578972567,0.05511785884816777,0.07778344570080994,0.09674146032691551,0.11434751828385986,0.13199136112024007,0.14841926129898214,0.1674912210551498,0.18595064031247988,0.2067265900273137,0.22223398887865115,0.24060024176485517,0.25682287855151226,0.2721941627320421,0.2852942524871802,0.3071260332339717,0.3172296043718363,0.3335292700047728
0.0,0.017311506083289265,0.02737608321569836,0.044668268498566865,0.05864826127190732,0.07599090014469018,0.09205617620976339,0.10724847874938369,0.12741718886610412,0.14412373654983568,0.15889205670734108,0.17626863463146877,0.18593766402990877,0.20362705263625253,0.22011544204569541,0.2305065725012741,0.2412165226780701,0.2557621125524159,0.2681097376464603,0.27681573831570305,0.29224770328968236
0.0,0.018906918424441692,0.031118057289442655,0.05404401571703625,0.06988633898335397,0.08773704564375065,0.10818844484888199,0.12746378722594356,0.14698432541583395,0.1681126552977154,0.1830540482033106,0.20203305308303413,0.2224055816336913,0.2340026784756571,0.2523672130982193,0.26740837128625977,0.2794870851659938,0.29568819257452106,0.3055813619321498,0.3212790508235674,0.33788334555944194
0.0,0.014687144545147187,0.02983014441426528,0.04574500726107919,0.06807594674089658,0.08432852158108951,0.10171247113856921,0.12354381229764307,0.14784456368433915,0.17038810942129606,0.1974233855183114,0.2186630399049536,0.24196538015784275,0.26371024634970947,0.28300591518584106,0.30456586661021706,0.32949637082751976,0.3513433509819939,0.3699966709665999,0.3891034589113685,0.4069192653999188
0.0,0.018372733023913262,0.030703356234911328,0.049813794275003674,0.06377230154100776,0.07806576740819073,0.09826028920349347,0.11226448772506392,0.1281250775305587,0.14682327134124362,0.16725348085098518,0.18171356667934335,0.20206252523527313,0.2167727810801474,0.2274044252774178,0.24381111327941574,0.2613579485023568,0.2729425684667932,0.2818279326531602,0.296987101938749,0.3166801950410447
0.0,0.01559467597660148,0.026961543200192926,0.04017265910945296,0.053161494631243825,0.06924533772520328,0.08691430305777585,0.10350013010036385,0.12149851431964481,0.13578560647845136,0.1519451965751307,0.1674633437603691,0.18293553701310025,0.19068644085600378,0.20743729450849951,0.22193490615673708,0.2369227010615474,0.24768213407860612,0.2579859956750221,0.27144861647970975,0.28708545870407604
0.0,0.01373376437614846,0.025720386226467606,0.04385438817342567,0.05742225878469849,0.07914880162141907,0.10251226292740692,0.11586836265249943,0.1399315193215488,0.16129778302853262,0.18162712463088918,0.19757485068940403,0.21914901661073993,0.23775121899553728,0.2596165969183754,0.2748701216918357,0.29067103434516345,0.31107272855983115,0.3255605927572063,0.34455270958661177,0.36220166424660144
0.0,0.013606327455537439,0.029425369478847267,0.043676727722211366,0.0584414897929436,0.07777818801469649,0.09802555317898654,0.11793084662526704,0.13931198875101974,0.15784028369716227,0.17903302206299626,0.19766001626323285,0.2155392349030162,0.22959026895772877,0.24944891684193865,0.26766935592560076,0.2833624423687242,0.3039274929838943,0.3135096774456548,0.33019869548973285,0.35095182046155177
0.0,0.008508676401515598,0.024854837921757224,0.04242911819275652,0.06331474642401133,0.080048634621953,0.10207726509567402,0.12352979827955901,0.1446308862353029,0.16363663403536927,0.18117602466308796,0.2040977507623539,0.22329654997104814,0.24237396138114026,0.2610111899396227,0.27501564774235426,0.2903249137225114,0.31036008662739073,0.3275626638092817,0.3408411078873112,0.3549102414777424
0.0,0.01842204667783201,0.031158512667686104,0.0514466473314538,0.06919854970999731,0.08712595963419496,0.11088513713634456,0.1317375279587648,0.1549134606263441,0.1748177166833813,0.19144065629175447,0.21348178544955038,0.2387127347843534,0.2569156497471048,0.2772660526018006,0.2951301002222453,0.31376289031599414,0.33080637888686015,0.34454482676331444,0.3614177798559619,0.37984449735533
0.0,0.005561259320268151,0.017418119587535856,0.028399745717079282,0.04478045438862514,0.06462764268163956,0.07652491383196139,0.08515859323398352,0.10273750219221722,0.1209446197895199,0.13391101941639313,0.15258385181249176,0.1583186221257963,0.1737524418796313,0.18511915422844374,0.1937323186376352,0.20405301463602862,0.21536128219712186,0.23007746374585938,0.24244113243573198,0.2477871743250451
0.0,0.016918703527051444,0.03232785969000184,0.049452776939168094,0.06546550922139062,0.08478639161385798,0.10689241789348843,0.12902514537453091,0.1508850103270966,0.17848603663653853,0.19495102666910724,0.21836149901799454,0.24135650586435603,0.26442444778543794,0.2812560360219958,0.29998831259321895,0.32292959063144816,0.3415912285553567,0.3617642718829188,0.38008940684784853,0.3962327131245985
0.0,0.013827998849129667,0.025542122933732505,0.045384394550278914,0.057875458820599676,0.078926876229841,0.09784033161430193,0.11906415338313069,0.13879488717250738,0.1531877820839364,0.17902436884184394,0.19718420110109733,0.21763298344355309,0.2347885264958401,0.25164624948893083,0.2709593021164523,0.28909326963600773,0.3021721008805246,0.3171534103882001,0.33392574890688215,0.35121990545130194
0.0,0.014672122483904714,0.029198368819067715,0.043767225748992084,0.05956307408331239,0.07372532476786589,0.09295718813209819,0.10827696635715187,0.12019299606544588,0.1389791784739035,0.15072566105864585,0.16385939783166564,0.18043007822145724,0.18869291719760323,0.20250896757534304,0.21802130640887518,0.2256266005359958,0.23727416256198808,0.24221235746800568,0.2565001160363886,0.26589393215688933
0.0,0.00999672374416316,0.023399291460333833,0.03874583662383174,0.05293428264836539,0.07409485141593564,0.08999142899658023,0.10886608235311997,0.1255375830593716,0.14109700349744106,0.1590957394526521,0.17677277224572954,0.1929441046677916,0.20951755102276062,0.22460235989436686,0.2368051836186687,0.2528223556542518,0.2642341770573237,0.2788090577719357,0.28916598357698736,0.3051989294911343
0.0,0.020109928367521047,0.025389913814516184,0.04403944565201794,0.06081500361974608,0.07893405657960487,0.0985969637250371,0.11998752887588941,0.14033986238830792,0.1574058636462271,0.18107749650734875,0.20032939228779792,0.22120120184025668,0.23853727406641054,0.2562811223231626,0.27619096404632937,0.28953246094541124,0.30660644206802723,0.32431822638134333,0.3356181191395339,0.3559516043380602
0.0,0.01728864720541836,0.04187490769217861,0.06097414750766768,0.08170384520293535,0.10210374865343357,0.12836548182523322,0.1514852972521918,0.17645968157299446,0.20349296468701364,0.2302149058282541,0.2502563229128916,0.2783901762445575,0.297821044007672,0.3250781855447796,0.34256786212753726,0.3664329085060696,0.38286185941572964,0.402052391353459,0.4243541939905904,0.44079113051073426
0.0,0.01362138225656152,0.027148048963960884,0.04979362813218402,0.06466489480736137,0.08544184000562453,0.10622284803305684,0.12804313941546322,0.14928588368996706,0.1681412141721151,0.1897273593551172,0.21042575421427046,0.23120928604378507,0.24624534282536856,0.2707010309345702,0.28121432549289604,0.2968499854618518,0.31536644821835896,0.33484630192605047,0.3396727902188829,0.359621251718551
0.0,0.014244215478433369,0.029881854033834816,0.045256209851250534,0.06051663473201001,0.07900594882882846,0.09768450617950736,0.11718489355115509,0.1363918716601517,0.15503894105478488,0.17605866060268352,0.19410591387623297,0.21167199985114762,0.22516847242333732,0.24423279612829277,0.2632080176470835,0.280024073509659,0.2975592297496683,0.3057760115554831,0.3241269440293585,0.3379216073718729
0.0,0.015818242074208136,0.025189808078066818,0.03956216111699079,0.05594918340115083,0.0734740988440442,0.09034162955576563,0.11349846099837683,0.12941900890182567,0.15290335205507757,0.17210751250575124,0.19356166541929506,0.2108352614643246,0.23106867665677644,0.24816888665608677,0.2688000478499368,0.28349114283642307,0.29872611447809927,0.3158901115698328,0.33167768452568724,0.3481647108939245
0.0,0.016542451870265484,0.030032306706424,0.046215102780825856,0.06072694805067981,0.0785402479847349,0.09732217175915944,0.11293274682097733,0.1315675895920565,0.15100268321001087,0.16858129419349233,0.1825677706361697,0.19908824335087477,0.21689099523144512,0.2304457693605903,0.24655858722756446,0.25772628773115147,0.2756814080701418,0.2872981374812684,0.2976790093163305,0.3091510605876013
0.0,0.017268152261705888,0.03345324550424206,0.05025527732076336,0.06155373884847773,0.08259094967256343,0.10257960767289245,0.12225683910761584,0.14138344024627947,0.16180588625625864,0.17668510970605264,0.19208817842650938,0.20866338816948962,0.2242406874426458,0.23919525190644036,0.2559935611223545,0.26814189875209427,0.27997778348211155,0.29491087346280837,0.3080652998488254,0.31913216073476725
0.0,0.01760746122198153,0.03226301251925374,0.04777008032476531,0.06425982955346918,0.08468282049729384,0.10655740105708851,0.12368583823445738,0.14538953686613415,0.16585662549805127,0.18626386201245124,0.20721738802498157,0.22414091956743867,0.24587405704551146,0.2628089061238856,0.2783694601081228,0.2969424824100468,0.31237630751944206,0.32875559823845824,0.34692948627409886,0.3573403124172131
0.0,0.014023601385066272,0.02273096078051925,0.03860074288982845,0.056354160512454635,0.07279442426063669,0.0923315633703301,0.10900513737326192,0.1312941207353569,0.15260662086171922,0.17308584473271152,0.19053136815026103,0.20939874713513884,0.22528190814127635,0.24717358099436756,0.26172356460410007,0.2758511908720381,0.2896179853467612,0.3047691160222645,0.3190439254941315,0.33389796018178614
0.0,0.016953145196898584,0.027853205156331655,0.04930821461851335,0.06083332069301176,0.08273443567971957,0.10018878938771891,0.11936232150990712,0.1355659284262689,0.15943687507320356,0.17525084873921892,0.1954995671399423,0.21114738465564917,0.2269285846458446,0.24145814283147826,0.25818424382484456,0.27730486441932845,0.29230832646397176,0.3066545279166468,0.3221768775127227,0.33453222815291217
