rcp26,rcp45,rcp60,rcp85
0.17300889535952457,0.2165291533107535,0.18014062448223753,0.0
0.14456859835952457,0.2100954153107535,0.18464734148223755,0.0
0.09986269235952457,0.1981871253107535,0.21705339748223754,0.0
0.13758513335952458,0.1517565993107535,0.14021345048223754,0.0
0.20785658235952456,0.2126213343107535,0.11347337048223755,0.0
0.14201947635952455,0.2092021133107535,0.14049214748223754,0.0
0.13454254335952456,0.1777642893107535,0.14482656148223755,0.0
0.17907504035952457,0.2015072043107535,0.13885987248223755,0.0
0.13941096035952455,0.17173756031075352,0.18036865348223755,0.0
0.14717918935952456,0.2262330933107535,0.12563438848223754,0.0
0.16828282135952455,0.19466661731075352,0.15364561348223754,0.0
0.11318148835952456,0.26870359031075347,0.15843926748223755,0.0
0.20071159335952457,0.2352402853107535,0.14006422448223754,0.0
0.12571064135952456,0.1175046173107535,0.18713252248223755,0.0
0.09584244635952456,0.1630667113107535,0.20672213548223753,0.0
0.15922136535952455,0.15312741731075352,0.0,0.0
0.15046754235952456,0.1805961333107535,0.0,0.0
0.20210153835952457,0.2306138063107535,0.0,0.0
0.17939880235952457,0.1594040493107535,0.0,0.0
0.16527203535952456,0.1869497863107535,0.0,0.0
0.14518940535952457,0.1520478683107535,0.0,0.0
0.14747664535952457,0.19227983731075352,0.0,0.0
0.09421528635952456,0.15785470631075352,0.0,0.0
0.15961483235952456,0.1662821383107535,0.0,0.0
0.16895208235952455,0.1530387073107535,0.0,0.0
0.13980983335952457,0.15513226731075352,0.0,0.0
0.13737058535952457,0.21237362531075352,0.0,0.0
0.13292542735952456,0.13179754131075352,0.0,0.0
0.22453717035952456,0.23317110631075352,0.0,0.0
0.13936095735952456,0.2046018693107535,0.0,0.0
0.14112537135952455,0.1402042513107535,0.0,0.0
0.15229453435952456,0.1894586603107535,0.0,0.0
0.13110343635952457,0.2199148483107535,0.0,0.0
0.19085104735952457,0.13911405531075352,0.0,0.0
0.17911886135952457,0.1222590343107535,0.0,0.0
0.18072321735952457,0.1556806593107535,0.0,0.0
0.12649013235952455,0.2864039393107535,0.0,0.0
0.12620265135952455,0.14379788431075352,0.0,0.0
0.16001614835952457,0.15643247531075352,0.0,0.0
0.16329522035952457,0.1658076023107535,0.0,0.0
0.20663655335952455,0.24559853131075352,0.0,0.0
0.10829753335952456,0.1153280933107535,0.0,0.0
0.13892212435952456,0.19581157431075352,0.0,0.0
0.10806430635952456,0.17375723731075352,0.0,0.0
0.19970901935952456,0.17327820931075352,0.0,0.0
0.18426925335952457,0.1924057373107535,0.0,0.0
0.10941489835952456,0.19491556431075352,0.0,0.0
0.20854433335952458,0.22276891431075352,0.0,0.0
0.14515793235952457,0.18703299431075351,0.0,0.0
0.18911357135952456,0.1728264933107535,0.0,0.0
0.13681866535952455,0.23136447531075352,0.0,0.0
0.15818221635952456,0.1312164903107535,0.0,0.0
0.15281646035952456,0.1965518033107535,0.0,0.0
0.16953264235952456,0.1271680053107535,0.0,0.0
0.09337004135952456,0.1364758683107535,0.0,0.0
0.17580941535952457,0.1650358873107535,0.0,0.0
0.11465676035952456,0.24304857931075352,0.0,0.0
0.10489939835952457,0.2246115333107535,0.0,0.0
0.13439829435952455,0.28760987431075347,0.0,0.0
0.09461022035952456,0.21786309331075351,0.0,0.0
0.15659737735952456,0.1069919743107535,0.0,0.0
0.14112512835952457,0.16997727931075352,0.0,0.0
0.12148423935952456,0.1858734423107535,0.0,0.0
0.17883966335952456,0.2104385483107535,0.0,0.0
0.15419009835952457,0.1646490213107535,0.0,0.0
0.13759671835952456,0.21352016331075352,0.0,0.0
0.17685608735952457,0.18073372131075352,0.0,0.0
0.10908811135952456,0.14872702531075352,0.0,0.0
0.14789892535952456,0.1721667553107535,0.0,0.0
0.16522465435952455,0.18611566331075352,0.0,0.0
0.13110114035952455,0.0880180603107535,0.0,0.0
0.12880235235952456,0.2144269223107535,0.0,0.0
0.12913785935952457,0.2224737113107535,0.0,0.0
0.14082908035952457,0.1624028813107535,0.0,0.0
0.11977920335952456,0.1773572293107535,0.0,0.0
0.13602168735952455,0.22179801831075352,0.0,0.0
0.12672455535952457,0.2321879123107535,0.0,0.0
0.15436451235952456,0.1159680153107535,0.0,0.0
0.12526627335952456,0.1882684443107535,0.0,0.0
0.14461044435952455,0.28755945831075347,0.0,0.0
0.14907910035952457,0.17306392131075352,0.0,0.0
0.11778891035952456,0.1685255573107535,0.0,0.0
0.16750359935952455,0.19671461731075351,0.0,0.0
0.11024473735952456,0.18949318231075352,0.0,0.0
0.10094145635952456,0.1405494253107535,0.0,0.0
0.06738131535952456,0.1556901553107535,0.0,0.0
0.12587798135952455,0.1912416153107535,0.0,0.0
0.10530110735952457,0.1774258983107535,0.0,0.0
0.09370508035952456,0.1785923743107535,0.0,0.0
0.11753160735952456,0.19934480031075352,0.0,0.0
0.13662156735952455,0.1576368303107535,0.0,0.0
0.15154788935952457,0.1874484843107535,0.0,0.0
0.13580229135952457,0.2252044083107535,0.0,0.0
0.16788473635952456,0.1835125323107535,0.0,0.0
0.15868497935952455,0.12231296531075349,0.0,0.0
0.14124548135952456,0.2238149803107535,0.0,0.0
0.10585010035952457,0.2164462193107535,0.0,0.0
0.15071379435952456,0.18187599731075352,0.0,0.0
0.08245137435952456,0.19779487031075352,0.0,0.0
0.13143880635952457,0.22819219431075352,0.0,0.0
0.13427529635952457,0.1460279173107535,0.0,0.0
0.16039973135952457,0.1540467693107535,0.0,0.0
0.18350755435952457,0.1009364293107535,0.0,0.0
0.18798903135952455,0.18399912431075352,0.0,0.0
0.14236824135952456,0.2048695143107535,0.0,0.0
0.13837275535952456,0.17158053131075351,0.0,0.0
0.13184501935952456,0.1271834653107535,0.0,0.0
0.12923611335952456,0.1366033843107535,0.0,0.0
0.09818337035952455,0.2049992933107535,0.0,0.0
0.14564859535952457,0.18107685031075352,0.0,0.0
