rcp26,rcp45,rcp60,rcp85
0.10330766227125501,0.09730218751688514,0.09336781698366499,0.0
0.098495870271255,0.08702667651688514,0.09669678398366499,0.0
0.09650834027125502,0.09720149151688513,0.101280170983665,0.0
0.10784721727125501,0.09105942151688513,0.087559543983665,0.0
0.137647003271255,0.09964283151688513,0.099591893983665,0.0
0.101504006271255,0.11006775651688515,0.084782964983665,0.0
0.096582773271255,0.11465361651688515,0.09071494198366499,0.0
0.108853318271255,0.10182109551688515,0.079720551983665,0.0
0.114249380271255,0.11123275351688515,0.105663670983665,0.0
0.09537129027125502,0.10237816751688514,0.09376585498366499,0.0
0.11130303627125498,0.11851308651688515,0.090935326983665,0.0
0.084061301271255,0.12050864751688513,0.100085731983665,0.0
0.124956993271255,0.10149918551688514,0.094023655983665,0.0
0.10308166127125501,0.07663376351688514,0.107137355983665,0.0
0.09295434627125501,0.10472815851688513,0.100439792983665,0.0
0.090288891271255,0.09014338851688514,0.0,0.0
0.10504927327125502,0.09737918251688514,0.0,0.0
0.126972059271255,0.10616535851688513,0.0,0.0
0.127002217271255,0.09881640151688514,0.0,0.0
0.106507974271255,0.09610826451688514,0.0,0.0
0.107604532271255,0.10080243351688514,0.0,0.0
0.102481583271255,0.11374898251688513,0.0,0.0
0.08725016227125501,0.10159368351688514,0.0,0.0
0.120634379271255,0.11598721251688514,0.0,0.0
0.086732898271255,0.10859950151688513,0.0,0.0
0.113245431271255,0.09408988251688515,0.0,0.0
0.09178645327125501,0.11188491951688513,0.0,0.0
0.099680381271255,0.09329250251688515,0.0,0.0
0.114079430271255,0.11802570751688514,0.0,0.0
0.089175726271255,0.10365909351688514,0.0,0.0
0.08776392427125501,0.08878252751688515,0.0,0.0
0.091353963271255,0.10992785651688515,0.0,0.0
0.10418838227125501,0.10956958051688513,0.0,0.0
0.095716459271255,0.10761270751688513,0.0,0.0
0.11675016427125501,0.09153957151688515,0.0,0.0
0.10739108427125502,0.10664629751688513,0.0,0.0
0.079570526271255,0.10636948051688513,0.0,0.0
0.091573110271255,0.08927957951688514,0.0,0.0
0.10341966627125501,0.11456235851688513,0.0,0.0
0.099164206271255,0.10670123651688514,0.0,0.0
0.118034777271255,0.11363604151688515,0.0,0.0
0.095006356271255,0.09166252251688514,0.0,0.0
0.10667119427125502,0.11725712151688515,0.0,0.0
0.087973088271255,0.12240421651688514,0.0,0.0
0.125076960271255,0.08314890451688514,0.0,0.0
0.106289657271255,0.11223801551688513,0.0,0.0
0.095232799271255,0.11205545951688513,0.0,0.0
0.11982451827125501,0.13222420951688513,0.0,0.0
0.105330728271255,0.10474367451688514,0.0,0.0
0.100586007271255,0.10197705051688515,0.0,0.0
0.098521603271255,0.10829865351688514,0.0,0.0
0.11084167827125499,0.08666431651688514,0.0,0.0
0.11717922527125499,0.10300182851688514,0.0,0.0
0.112216541271255,0.08845236951688513,0.0,0.0
0.09156702527125501,0.08944864451688514,0.0,0.0
0.10716064327125502,0.08966597551688514,0.0,0.0
0.114062812271255,0.09511717251688515,0.0,0.0
0.122805776271255,0.11497648651688515,0.0,0.0
0.104734509271255,0.10566209451688514,0.0,0.0
0.09591929227125501,0.10013967051688515,0.0,0.0
